Label,Kernel,Launches,Total_ms,Avg_ms,Block,Grid,Regs,Shmem_static_B,Shmem_dyn_B,Lmem_B,ThOcc_pct,Limiter,pct_GPU
3y/6%,Stage4,6,7.4776,1.24627,16,61,107,0,0,0,28.1,reg,0.10
3y/6%,ExtractSizes,12,1.3099,0.10915,256,61,32,0,0,0,100.0,thr,0.02
3y/6%,cuco::insert_if,3,0.4932,0.16442,128,30,37,48,0,0,75.0,shmem,0.01
3y/6%,cuco::init,3,0.0094,0.00314,256,540,24,0,0,0,100.0,thr,0.00
3y/6%,cub::ForEach,3,0.0048,0.00160,256,7,16,0,0,0,100.0,thr,0.00
10y/1%,Stage1,10,10996.3950,1099.63950,16,20,110,0,0,0,28.1,reg,83.22
10y/1%,Stage3,10,1216.7438,121.67438,16,20,118,0,0,0,26.6,reg,9.21
10y/1%,cuco::insert,10,793.9679,79.39679,128,16231,36,48,0,0,75.0,shmem,6.01
10y/1%,Stage2,10,132.6944,13.26944,16,20,118,0,0,0,26.6,reg,1.00
10y/1%,cuco::init,51440,62.0205,0.00121,256,1,16,0,0,0,100.0,thr,0.47
10y/1%,Stage4,10,10.3709,1.03709,16,20,107,0,0,0,28.1,reg,0.08
10y/1%,ExtractSizes,20,1.0809,0.05405,256,20,32,0,0,0,100.0,thr,0.01
10y/1%,cuco::insert_if,10,0.5114,0.05114,128,5,37,48,0,0,75.0,shmem,0.00
10y/1%,cuco::init,10,0.0297,0.00297,256,507,24,0,0,0,100.0,thr,0.00
10y/1%,cub::ForEach,10,0.0140,0.00140,256,2,16,0,0,0,100.0,thr,0.00
10y/3%,Stage1,10,12959.7956,1295.97956,16,66,110,0,0,0,28.1,reg,82.27
10y/3%,Stage3,10,1511.9297,151.19297,16,66,118,0,0,0,26.6,reg,9.60
10y/3%,cuco::insert,10,871.0273,87.10273,128,18137,36,48,0,0,75.0,shmem,5.53
10y/3%,cuco::init,169061,204.0409,0.00121,256,1,16,0,0,0,100.0,thr,1.30
10y/3%,Stage2,10,187.4109,18.74109,16,66,118,0,0,0,26.6,reg,1.19
10y/3%,Stage4,10,13.3231,1.33231,16,66,107,0,0,0,28.1,reg,0.08
10y/3%,ExtractSizes,20,3.0178,0.15089,256,66,32,0,0,0,100.0,thr,0.02
10y/3%,cuco::insert_if,10,1.4889,0.14889,128,16,37,48,0,0,75.0,shmem,0.01
10y/3%,cuco::init,10,0.0314,0.00314,256,567,24,0,0,0,100.0,thr,0.00
10y/3%,cub::ForEach,10,0.0141,0.00141,256,4,16,0,0,0,100.0,thr,0.00
10y/5%,Stage1,23,35435.0997,1540.65651,16,53,110,0,0,0,28.1,reg,85.15
10y/5%,Stage3,23,4259.2109,185.18308,16,53,118,0,0,0,26.6,reg,10.23
10y/5%,cuco::insert,10,1004.5772,100.45772,128,20286,36,48,0,0,75.0,shmem,2.41
10y/5%,Stage2,23,512.1320,22.26661,16,53,118,0,0,0,26.6,reg,1.23
10y/5%,cuco::init,309138,372.6958,0.00121,256,1,16,0,0,0,100.0,thr,0.90
10y/5%,Stage4,23,24.3692,1.05953,16,53,107,0,0,0,28.1,reg,0.06
10y/5%,ExtractSizes,46,4.8358,0.10513,256,53,32,0,0,0,100.0,thr,0.01
10y/5%,cuco::insert_if,10,2.3993,0.23993,128,29,37,48,0,0,75.0,shmem,0.01
10y/5%,cuco::init,10,0.0340,0.00340,256,634,24,0,0,0,100.0,thr,0.00
10y/5%,cub::ForEach,10,0.0148,0.00148,256,7,16,0,0,0,100.0,thr,0.00
10y/6%,Stage1,27,44154.9515,1635.36857,16,56,110,0,0,0,28.1,reg,84.60
10y/6%,Stage3,27,5822.1107,215.63373,16,56,118,0,0,0,26.6,reg,11.16
10y/6%,cuco::insert,10,1058.4462,105.84462,128,21461,36,48,0,0,75.0,shmem,2.03
10y/6%,Stage2,27,646.6303,23.94927,16,56,118,0,0,0,26.6,reg,1.24
10y/6%,cuco::init,388742,468.6769,0.00121,256,1,16,0,0,0,100.0,thr,0.90
10y/6%,Stage4,27,30.0634,1.11346,16,56,107,0,0,0,28.1,reg,0.06
10y/6%,ExtractSizes,54,6.6938,0.12396,256,56,32,0,0,0,100.0,thr,0.01
10y/6%,cuco::insert_if,10,3.0496,0.30496,128,36,37,48,0,0,75.0,shmem,0.01
10y/6%,cuco::init,10,0.0349,0.00349,256,671,24,0,0,0,100.0,thr,0.00
10y/6%,cub::ForEach,10,0.0141,0.00141,256,9,16,0,0,0,100.0,thr,0.00
30y/1%,Stage1,30,38733.0074,1291.10025,16,22,110,0,0,0,28.1,reg,83.02
30y/1%,Stage3,30,4514.0948,150.46983,16,22,118,0,0,0,26.6,reg,9.68
30y/1%,cuco::insert,30,2614.4702,87.14901,128,17989,36,48,0,0,75.0,shmem,5.60
30y/1%,Stage2,30,552.7063,18.42354,16,22,118,0,0,0,26.6,reg,1.18
30y/1%,cuco::init,171025,206.9164,0.00121,256,1,16,0,0,0,100.0,thr,0.44
30y/1%,Stage4,30,28.5300,0.95100,16,22,107,0,0,0,28.1,reg,0.06
30y/1%,ExtractSizes,60,2.9833,0.04972,256,22,32,0,0,0,100.0,thr,0.01
30y/1%,cuco::insert_if,30,1.6778,0.05593,128,5,37,48,0,0,75.0,shmem,0.00
30y/1%,cuco::init,30,0.0944,0.00315,256,562,24,0,0,0,100.0,thr,0.00
30y/1%,cub::ForEach,30,0.0436,0.00145,256,2,16,0,0,0,100.0,thr,0.00
30y/3%,Stage1,52,140494.1506,2701.81059,16,53,110,0,0,0,28.1,reg,84.87
30y/3%,Stage3,52,18553.1024,356.79043,16,53,118,0,0,0,26.6,reg,11.21
30y/3%,cuco::insert,30,3795.8234,126.52745,128,25090,36,48,0,0,75.0,shmem,2.29
30y/3%,Stage2,52,1780.3273,34.23706,16,53,118,0,0,0,26.6,reg,1.08
30y/3%,cuco::init,701600,848.8290,0.00121,256,1,16,0,0,0,100.0,thr,0.51
30y/3%,Stage4,52,59.4395,1.14307,16,53,107,0,0,0,28.1,reg,0.04
30y/3%,ExtractSizes,104,11.8557,0.11400,256,53,32,0,0,0,100.0,thr,0.01
30y/3%,cuco::insert_if,30,4.9693,0.16564,128,22,37,48,0,0,75.0,shmem,0.00
30y/3%,cuco::init,30,0.1159,0.00386,256,784,24,0,0,0,100.0,thr,0.00
30y/3%,cub::ForEach,30,0.0423,0.00141,256,6,16,0,0,0,100.0,thr,0.00
30y/5%,Stage1,147,683437.9172,4649.23753,16,43,110,0,0,0,28.1,reg,82.73
30y/5%,Stage3,147,127121.0113,864.76878,16,43,118,0,0,0,26.6,reg,15.39
30y/5%,Stage2,147,7928.4540,53.93506,16,43,118,0,0,0,26.6,reg,0.96
30y/5%,cuco::insert,30,5450.6694,181.68898,128,35719,36,48,0,0,75.0,shmem,0.66
30y/5%,cuco::init,1632903,1975.5822,0.00121,256,1,16,0,0,0,100.0,thr,0.24
30y/5%,Stage4,147,163.4551,1.11194,16,43,107,0,0,0,28.1,reg,0.02
30y/5%,ExtractSizes,294,22.3836,0.07613,256,43,32,0,0,0,100.0,thr,0.00
30y/5%,cuco::insert_if,30,13.9646,0.46549,128,51,37,48,0,0,75.0,shmem,0.00
30y/5%,cuco::init,30,0.1451,0.00484,256,1116,24,0,0,0,100.0,thr,0.00
30y/5%,cub::ForEach,30,0.0439,0.00146,256,13,16,0,0,0,100.0,thr,0.00
30y/6%,Stage1,226,1433553.2926,6343.15616,16,40,110,0,0,0,28.1,reg,81.68
30y/6%,Stage3,226,296789.3941,1313.22741,16,40,118,0,0,0,26.6,reg,16.91
30y/6%,Stage2,226,14925.1556,66.04051,16,40,118,0,0,0,26.6,reg,0.85
30y/6%,cuco::insert,30,6667.7679,222.25893,128,42908,36,48,0,0,75.0,shmem,0.38
30y/6%,cuco::init,2331637,2821.2086,0.00121,256,1,16,0,0,0,100.0,thr,0.16
30y/6%,Stage4,226,242.0323,1.07094,16,40,107,0,0,0,28.1,reg,0.01
30y/6%,ExtractSizes,452,31.8425,0.07045,256,40,32,0,0,0,100.0,thr,0.00
30y/6%,cuco::insert_if,30,17.4468,0.58156,128,73,37,48,0,0,75.0,shmem,0.00
30y/6%,cuco::init,30,0.1643,0.00548,256,1341,24,0,0,0,100.0,thr,0.00
30y/6%,cub::ForEach,30,0.0436,0.00145,256,18,16,0,0,0,100.0,thr,0.00
