Label,Kernel,Launches,Total_ms,Avg_ms,Block,Grid,Regs,Shmem_static_B,Shmem_dyn_B,Lmem_B,ThOcc_pct,Limiter,pct_GPU
3y/1%,Stage1,3,3169.4050,1056.46833,16,20,110,0,0,0,28.1,reg,83.81
3y/1%,Stage3,3,335.1143,111.70478,16,20,118,0,0,0,26.6,reg,8.86
3y/1%,cuco::insert,3,224.0867,74.69555,128,15670,36,48,0,0,75.0,shmem,5.93
3y/1%,Stage2,3,30.7482,10.24939,16,20,118,0,0,0,26.6,reg,0.81
3y/1%,cuco::init,14899,17.9536,0.00121,256,1,16,0,0,0,100.0,thr,0.47
3y/1%,Stage4,3,3.7252,1.24174,16,20,107,0,0,0,28.1,reg,0.10
3y/1%,ExtractSizes,6,0.3007,0.05012,256,20,32,0,0,0,100.0,thr,0.01
3y/1%,cuco::insert_if,3,0.1008,0.03359,128,5,37,48,0,0,75.0,shmem,0.00
3y/1%,cuco::init,3,0.0086,0.00288,256,490,24,0,0,0,100.0,thr,0.00
3y/1%,cub::ForEach,3,0.0042,0.00139,256,2,16,0,0,0,100.0,thr,0.00
3y/3%,Stage1,3,3151.0700,1050.35665,16,60,110,0,0,0,28.1,reg,82.02
3y/3%,Stage3,3,363.5405,121.18018,16,60,118,0,0,0,26.6,reg,9.46
3y/3%,cuco::insert,3,226.5383,75.51278,128,16301,36,48,0,0,75.0,shmem,5.90
3y/3%,cuco::init,45583,54.9273,0.00120,256,1,16,0,0,0,100.0,thr,1.43
3y/3%,Stage2,3,39.9144,13.30480,16,60,118,0,0,0,26.6,reg,1.04
3y/3%,Stage4,3,4.5005,1.50016,16,60,107,0,0,0,28.1,reg,0.12
3y/3%,ExtractSizes,6,0.9423,0.15706,256,60,32,0,0,0,100.0,thr,0.02
3y/3%,cuco::insert_if,3,0.4783,0.15942,128,14,37,48,0,0,75.0,shmem,0.01
3y/3%,cuco::init,3,0.0090,0.00300,256,510,24,0,0,0,100.0,thr,0.00
3y/3%,cub::ForEach,3,0.0042,0.00140,256,4,16,0,0,0,100.0,thr,0.00
3y/5%,Stage1,6,6628.6732,1104.77887,16,51,110,0,0,0,28.1,reg,84.91
3y/5%,Stage3,6,755.8634,125.97723,16,51,118,0,0,0,26.6,reg,9.68
3y/5%,cuco::insert,3,236.8354,78.94513,128,16948,36,48,0,0,75.0,shmem,3.03
3y/5%,cuco::init,77482,93.3650,0.00120,256,1,16,0,0,0,100.0,thr,1.20
3y/5%,Stage2,6,82.5771,13.76285,16,51,118,0,0,0,26.6,reg,1.06
3y/5%,Stage4,6,7.2981,1.21635,16,51,107,0,0,0,28.1,reg,0.09
3y/5%,ExtractSizes,12,0.9397,0.07831,256,51,32,0,0,0,100.0,thr,0.01
3y/5%,cuco::insert_if,3,0.8397,0.27990,128,25,37,48,0,0,75.0,shmem,0.01
3y/5%,cuco::init,3,0.0092,0.00306,256,530,24,0,0,0,100.0,thr,0.00
3y/5%,cub::ForEach,3,0.0044,0.00147,256,6,16,0,0,0,100.0,thr,0.00
3y/6%,Stage1,6,6434.8460,1072.47434,16,61,110,0,0,0,28.1,reg,83.82
3y/6%,Stage3,6,781.1380,130.18966,16,61,118,0,0,0,26.6,reg,10.18
3y/6%,cuco::insert,3,248.0287,82.67623,128,17278,36,48,0,0,75.0,shmem,3.23
3y/6%,cuco::init,93895,113.1560,0.00121,256,1,16,0,0,0,100.0,thr,1.47
3y/6%,Stage2,6,90.0743,15.01239,16,61,118,0,0,0,26.6,reg,1.17
