Label,Session_ms,Kernel_ms,Memcpy_ms,GPU_util_pct,Memcpy_ovh_pct,Total_MB,EffBW_GBs,BW_pct,Kernel_launches,Sync_ms,Profiler_ovh_ms
3y/1%,20759.839,3719.033,295.584,17.91,7.95,227.273,0.7690,0.02290,14929,3479.799,163.106
10y/1%,47069.877,13325.976,1022.650,28.31,7.67,825.530,0.8070,0.02410,51540,12469.613,156.949
30y/1%,152309.791,47733.618,3408.262,31.34,7.14,3131.045,0.9190,0.02740,171325,44907.646,193.109
